class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring
e,f,s,g,f,n,f,w,b,n,t,e,s,f,w
e,x,s,n,f,n,f,w,b,k,t,e,s,s,w
e,x,f,n,t,n,f,c,b,p,t,b,s,s,w
e,x,y,y,t,a,f,c,b,p,e,r,s,y,w
e,x,s,g,f,n,f,w,b,k,t,e,f,f,w
e,x,f,n,f,n,f,w,b,h,t,e,f,s,w
e,x,f,w,f,n,f,w,b,k,t,e,s,s,w
e,x,y,y,t,a,f,c,b,k,e,c,s,s,w
e,x,f,n,t,n,f,c,b,p,t,b,s,s,g
e,x,f,w,f,n,f,w,b,p,t,e,s,s,w
e,x,f,w,f,n,f,w,b,n,t,e,f,s,w
p,f,s,n,t,p,f,c,n,n,e,e,s,s,w
p,f,s,w,t,p,f,c,n,k,e,e,s,s,w
e,x,s,n,f,n,f,w,b,p,t,e,s,s,w
e,x,f,g,f,n,f,c,n,n,e,e,s,s,w
e,f,s,n,f,n,f,w,b,p,t,e,f,f,w
e,x,s,w,f,n,f,w,b,k,t,e,f,s,w
p,f,s,w,t,p,f,c,n,w,e,e,s,s,w
e,b,s,y,t,a,f,c,b,k,e,c,s,s,w
e,x,f,n,f,n,f,w,b,h,t,e,f,f,w
p,f,y,n,t,p,f,c,n,n,e,e,s,s,w
e,x,s,g,f,n,f,w,b,h,t,e,f,f,w
e,x,s,g,f,n,f,w,b,k,t,e,s,f,w
e,x,s,w,f,n,f,w,b,n,t,e,f,s,w
p,f,s,w,t,p,f,c,n,n,e,e,s,s,w
e,f,s,w,f,n,f,w,b,k,t,e,f,f,w
e,x,f,n,f,n,f,w,b,h,t,e,f,s,w
e,f,f,n,f,n,f,w,b,p,t,e,s,s,w
e,x,f,n,f,n,f,w,b,p,t,e,f,f,w
p,f,y,n,t,p,f,c,n,k,e,e,s,s,w
e,x,f,w,f,n,f,w,b,p,t,e,s,f,w
e,f,s,w,f,n,f,w,b,p,t,e,f,s,w
p,f,y,w,t,p,f,c,n,k,e,e,s,s,w
e,f,s,g,f,n,f,w,b,p,t,e,s,f,w
e,f,y,n,t,n,f,c,b,w,t,b,s,s,w
e,x,f,g,f,n,f,w,b,h,t,e,s,f,w
e,x,f,g,t,n,f,c,b,u,t,b,s,s,w
e,x,y,n,t,n,f,c,b,p,t,b,s,s,p
e,f,f,n,t,n,f,c,b,n,t,b,s,s,p
e,f,y,e,t,n,f,c,b,p,t,b,s,s,p
e,f,s,g,f,n,f,w,b,h,t,e,f,s,w
e,x,f,g,t,n,f,c,b,u,t,b,s,s,p
e,x,y,g,t,n,f,c,b,p,t,b,s,s,g
e,x,f,g,f,n,f,w,b,p,t,e,f,s,w
p,f,s,n,t,p,f,c,n,n,e,e,s,s,w
e,f,f,n,t,n,f,c,b,n,t,b,s,s,g
p,x,s,n,t,p,f,c,n,n,e,e,s,s,w
e,x,s,w,t,a,f,c,b,n,e,c,s,s,w
e,x,s,w,f,n,f,w,b,h,t,e,s,s,w
e,x,y,y,t,a,f,c,b,g,e,c,s,s,w
p,x,f,g,f,f,f,c,b,h,e,b,k,k,n
e,f,s,n,f,n,f,w,b,k,t,e,f,s,w
e,f,s,w,f,n,f,w,b,p,t,e,f,f,w
e,x,f,n,t,n,f,c,b,p,t,b,s,s,g
e,f,s,n,f,n,f,w,b,h,t,e,s,s,w
e,x,f,n,f,n,f,w,b,h,t,e,s,f,w
p,x,s,w,t,p,f,c,n,p,e,e,s,s,w
e,f,f,n,t,n,f,c,b,p,t,b,s,s,p
e,x,y,w,t,l,f,c,b,k,e,c,s,s,w
e,f,f,g,f,n,f,w,b,n,t,e,f,s,w
e,x,y,e,t,n,f,c,b,n,t,b,s,s,w
e,f,f,w,f,n,f,w,b,n,t,e,s,s,w
e,x,s,g,f,n,f,w,b,p,t,e,f,s,w
e,x,y,n,t,n,f,c,b,n,t,b,s,s,w
e,x,y,g,t,n,f,c,b,w,t,b,s,s,w
e,x,f,g,t,n,f,c,b,u,t,b,s,s,g
e,f,s,w,f,n,f,w,b,n,t,e,f,s,w
e,x,f,g,t,n,f,c,b,u,t,b,s,s,p
e,x,f,n,t,n,f,c,b,u,t,b,s,s,g
e,x,f,e,t,n,f,c,b,w,t,b,s,s,g
e,x,y,n,t,n,f,c,b,w,t,b,s,s,p
e,f,f,w,f,n,f,w,b,h,t,e,f,f,w
e,x,y,n,t,n,f,c,b,p,t,b,s,s,p
e,x,s,g,f,n,f,w,b,n,t,e,s,f,w
e,x,f,g,f,n,f,w,b,h,t,e,f,s,w
e,f,f,w,f,n,f,w,b,p,t,e,s,s,w
e,x,y,g,t,n,f,c,b,p,t,b,s,s,w
p,f,y,n,t,p,f,c,n,k,e,e,s,s,w
e,x,y,e,t,n,f,c,b,p,t,b,s,s,p
e,f,f,w,f,n,f,w,b,p,t,e,s,f,w
e,f,s,g,f,n,f,w,b,h,t,e,f,s,w
e,x,y,g,t,n,f,c,b,w,t,b,s,s,g
e,f,f,g,t,n,f,c,b,p,t,b,s,s,p
e,x,f,n,t,n,f,c,b,w,t,b,s,s,g
e,f,f,e,t,n,f,c,b,n,t,b,s,s,w
e,x,s,w,f,n,f,w,b,h,t,e,f,s,w
e,x,f,e,t,n,f,c,b,w,t,b,s,s,w
e,x,f,n,t,n,f,c,b,p,t,b,s,s,w
e,x,f,g,t,n,f,c,b,u,t,b,s,s,w
e,x,f,n,t,n,f,c,b,n,t,b,s,s,p
e,x,f,y,t,a,f,w,n,w,t,b,s,s,w
e,x,f,e,t,n,f,c,b,w,t,b,s,s,g
p,f,s,w,t,p,f,c,n,w,e,e,s,s,w
e,x,s,w,f,n,f,w,b,h,t,e,f,f,w
e,x,f,e,t,n,f,c,b,u,t,b,s,s,g
e,x,y,n,t,n,f,c,b,w,t,b,s,s,p
e,x,f,w,f,n,f,w,b,h,t,e,f,s,w
e,x,f,g,t,n,f,c,b,w,t,b,s,s,p
e,x,s,g,f,n,f,w,b,n,t,e,s,s,w
e,x,y,e,t,n,f,c,b,w,t,b,s,s,p
e,x,y,n,t,n,f,c,b,u,t,b,s,s,p
e,x,s,w,f,n,f,w,b,p,t,e,f,s,w
e,x,s,n,f,n,f,w,b,n,t,e,s,f,w
e,x,s,w,f,n,f,w,b,n,t,e,s,s,w
e,x,s,n,f,n,f,w,b,n,t,e,s,f,w
e,f,f,e,t,n,f,c,b,n,t,b,s,s,p
e,f,f,w,f,n,f,w,b,n,t,e,s,f,w
e,f,f,g,f,n,f,w,b,k,t,e,s,s,w
e,x,y,e,t,n,f,c,b,w,t,b,s,s,g
e,x,f,e,t,n,f,c,b,p,t,b,s,s,p
e,x,y,g,t,n,f,c,b,u,t,b,s,s,w
e,x,f,e,t,n,f,c,b,p,t,b,s,s,w
e,f,s,n,f,n,f,w,b,h,t,e,s,s,w
e,x,s,w,f,n,f,w,b,n,t,e,s,s,w
e,x,s,w,f,n,f,w,b,h,t,e,s,f,w
e,x,f,w,f,n,f,w,b,k,t,e,s,s,w
e,x,f,e,t,n,f,c,b,u,t,b,s,s,g
e,x,f,n,t,n,f,c,b,u,t,b,s,s,g
e,f,f,n,t,n,f,c,b,w,t,b,s,s,g
e,f,f,w,t,l,f,w,n,p,t,b,s,s,w
e,f,f,w,f,n,f,w,b,k,t,e,f,f,w
p,f,y,w,t,p,f,c,n,n,e,e,s,s,w
e,f,f,g,t,n,f,c,b,n,t,b,s,s,g
e,x,f,n,t,n,f,c,b,w,t,b,s,s,w
e,x,s,w,f,n,f,w,b,k,t,e,f,f,w
e,x,f,w,f,n,f,w,b,h,t,e,f,f,w
e,x,s,n,f,n,f,w,b,h,t,e,s,s,w
e,x,f,n,f,n,f,w,b,n,t,e,s,s,w
e,x,s,g,f,n,f,w,b,h,t,e,s,s,w
e,x,y,n,t,n,f,c,b,w,t,b,s,s,g
e,x,f,n,t,n,f,c,b,u,t,b,s,s,p
e,f,s,g,f,n,f,w,b,k,t,e,f,f,w
e,f,s,n,f,n,f,w,b,n,t,e,f,f,w
e,x,s,g,f,n,f,w,b,p,t,e,f,s,w
e,f,f,g,t,n,f,c,b,n,t,b,s,s,p
e,x,s,w,f,n,f,w,b,h,t,e,f,f,w
e,f,f,n,f,n,f,w,b,k,t,e,s,f,w
e,f,s,w,f,n,f,w,b,h,t,e,f,s,w
e,x,f,g,f,n,f,w,b,k,t,e,s,s,w
e,f,f,n,f,n,f,w,b,k,t,e,s,s,w
e,f,f,n,f,n,f,w,b,p,t,e,f,f,w
e,x,f,n,t,n,f,c,b,w,t,b,s,s,w
e,f,s,g,f,n,f,w,b,h,t,e,s,f,w
e,f,s,w,f,n,f,w,b,n,t,e,f,f,w
e,x,y,e,t,n,f,c,b,p,t,b,s,s,g
e,x,y,g,t,n,f,c,b,u,t,b,s,s,g
e,x,y,e,t,n,f,c,b,n,t,b,s,s,g
e,x,f,g,f,n,f,w,b,h,t,e,s,s,w
e,f,f,g,f,n,f,w,b,p,t,e,f,s,w
e,f,y,y,t,l,f,c,b,p,e,r,s,y,w
p,f,y,w,t,p,f,c,n,w,e,e,s,s,w
e,f,s,n,f,n,f,w,b,h,t,e,f,f,w
e,f,f,n,f,n,f,w,b,k,t,e,s,f,w
e,f,f,n,t,n,f,c,b,p,t,b,s,s,g
e,x,f,e,t,n,f,c,b,u,t,b,s,s,g
e,f,f,g,f,n,f,w,b,p,t,e,s,s,w
e,x,f,n,f,n,f,w,b,n,t,e,f,s,w
e,x,f,g,f,n,f,w,b,h,t,e,f,f,w
e,x,y,e,t,n,f,c,b,w,t,b,s,s,g
e,f,f,n,t,n,f,c,b,w,t,b,s,s,g
e,x,f,n,f,n,f,w,b,p,t,e,s,f,w
e,x,f,n,f,n,f,w,b,p,t,e,s,f,w
e,f,s,w,f,n,f,w,b,h,t,e,s,f,w
e,f,s,g,f,n,f,w,b,p,t,e,s,s,w
p,f,y,w,t,p,f,c,n,w,e,e,s,s,w
e,b,s,w,t,a,f,c,b,k,e,c,s,s,w
e,x,f,n,t,n,f,c,b,w,t,b,s,s,g
e,f,f,g,f,n,f,w,b,k,t,e,f,f,w
e,x,f,n,f,n,f,w,b,k,t,e,f,s,w
e,x,s,n,f,n,f,w,b,k,t,e,s,f,w
e,f,s,w,t,l,f,w,n,n,t,b,s,s,w
e,x,f,w,f,n,f,w,b,h,t,e,s,s,w
e,x,s,w,f,n,f,w,b,h,t,e,f,s,w
e,x,s,g,f,n,f,w,b,k,t,e,f,s,w
e,x,y,e,t,n,f,c,b,p,t,b,s,s,w
e,f,f,n,t,n,f,c,b,n,t,b,s,s,g
e,x,f,n,t,n,f,c,b,n,t,b,s,s,w
e,f,f,w,f,n,f,w,b,k,t,e,s,s,w
e,f,s,n,f,n,f,w,b,n,t,e,f,s,w
p,f,s,w,t,p,f,c,n,k,e,e,s,s,w
e,f,f,n,f,n,f,w,b,p,t,e,f,f,w
e,x,y,g,t,n,f,c,b,w,t,b,s,s,g
e,x,y,g,t,n,f,c,b,n,t,b,s,s,g
e,x,f,g,f,n,f,w,b,p,t,e,s,s,w
e,x,f,g,t,n,f,c,b,w,t,b,s,s,p
e,x,y,e,t,n,f,c,b,u,t,b,s,s,p
e,x,f,g,t,n,f,c,b,p,t,b,s,s,g
e,x,f,g,t,n,f,c,b,u,t,b,s,s,p
e,x,f,n,t,n,f,c,b,p,t,b,s,s,p
p,x,s,w,t,p,f,c,n,p,e,e,s,s,w
e,x,f,n,f,n,f,w,b,k,t,e,s,s,w
e,x,y,n,t,n,f,c,b,w,t,b,s,s,p
e,x,f,g,t,n,f,c,b,p,t,b,s,s,w
p,f,y,n,t,p,f,c,n,w,e,e,s,s,w
e,x,f,g,t,n,f,c,b,u,t,b,s,s,w
e,x,f,g,f,n,f,w,b,h,t,e,s,f,w
e,x,f,e,t,n,f,c,b,u,t,b,s,s,g
e,f,f,n,f,n,f,w,b,k,t,e,f,s,w
e,f,s,w,f,n,f,w,b,h,t,e,f,f,w
e,f,s,n,f,n,f,w,b,p,t,e,s,s,w
e,x,y,e,t,n,f,c,b,w,t,b,s,s,w
e,f,s,n,f,n,f,w,b,k,t,e,f,f,w
e,f,f,n,t,n,f,c,b,n,t,b,s,s,p
e,f,s,w,f,n,f,w,b,h,t,e,s,s,w
e,x,f,n,f,n,f,w,b,k,t,e,f,f,w
e,f,f,n,f,n,f,w,b,h,t,e,s,f,w
p,x,s,n,t,p,f,c,n,w,e,e,s,s,w
e,x,f,n,t,n,f,c,b,p,t,b,s,s,w
e,f,s,n,f,n,f,w,b,k,t,e,f,s,w
p,f,y,w,t,p,f,c,n,n,e,e,s,s,w
e,x,f,n,t,n,f,c,b,n,t,b,s,s,p
e,x,f,g,t,n,f,c,b,u,t,b,s,s,w
e,f,f,n,f,n,f,w,b,p,t,e,f,f,w
e,x,f,e,t,n,f,c,b,p,t,b,s,s,g
e,f,f,w,f,n,f,w,b,p,t,e,s,s,w
e,x,f,w,f,n,f,w,b,h,t,e,f,f,w
e,x,y,w,t,l,f,c,b,k,e,c,s,s,w
e,x,s,w,f,n,f,w,b,p,t,e,f,s,w
e,x,y,g,t,n,f,c,b,u,t,b,s,s,p
e,x,f,g,t,n,f,c,b,n,t,b,s,s,g
e,x,s,g,f,n,f,w,b,n,t,e,f,s,w
p,f,y,w,t,p,f,c,n,n,e,e,s,s,w
e,x,f,e,t,n,f,c,b,w,t,b,s,s,w
p,f,s,n,t,p,f,c,n,n,e,e,s,s,w
p,f,y,n,t,p,f,c,n,w,e,e,s,s,w
e,x,f,g,t,n,f,c,b,p,t,b,s,s,p
e,f,s,n,f,n,f,w,b,h,t,e,s,f,w
e,x,f,g,t,n,f,c,b,p,t,b,s,s,g
e,x,f,n,f,n,f,w,b,h,t,e,s,f,w
e,x,f,n,t,n,f,c,b,w,t,b,s,s,p
e,f,s,n,f,n,f,w,b,p,t,e,f,s,w
e,f,f,n,f,n,f,w,b,p,t,e,s,f,w
e,x,s,n,f,n,f,w,b,k,t,e,f,f,w
e,x,s,n,f,n,f,w,b,k,t,e,s,f,w
e,x,f,n,t,n,f,c,b,w,t,b,s,s,g
e,x,y,e,t,n,f,c,b,u,t,b,s,s,g
e,f,s,n,f,n,f,w,b,k,t,e,f,f,w
e,x,f,n,t,n,f,c,b,w,t,b,s,s,g
p,f,y,w,t,p,f,c,n,w,e,e,s,s,w
e,x,y,y,t,l,f,c,b,n,e,r,s,y,w
p,f,s,n,t,p,f,c,n,p,e,e,s,s,w
e,f,f,w,f,n,f,w,b,h,t,e,f,s,w
e,f,f,n,f,n,f,w,b,n,t,e,f,f,w
p,f,s,n,t,p,f,c,n,w,e,e,s,s,w
e,x,s,n,f,n,f,w,b,k,t,e,f,f,w
e,x,f,n,f,n,f,w,b,n,t,e,s,f,w
e,x,f,e,t,n,f,c,b,u,t,b,s,s,g
e,f,f,n,f,n,f,w,b,k,t,e,s,s,w
e,x,f,w,f,n,f,w,b,k,t,e,s,s,w
e,f,s,g,f,n,f,w,b,p,t,e,f,s,w
e,f,f,w,f,n,f,w,b,h,t,e,f,s,w
e,f,s,y,t,a,f,w,n,n,t,b,s,s,w
e,f,f,w,t,a,f,w,n,n,t,b,s,s,w
e,f,f,n,f,n,f,w,b,p,t,e,s,f,w
e,x,f,n,t,n,f,c,b,u,t,b,s,s,w
e,x,y,g,t,n,f,c,b,n,t,b,s,s,g
e,x,f,n,t,n,f,c,b,u,t,b,s,s,w
e,x,f,n,f,n,f,w,b,k,t,e,s,f,w
e,x,f,g,t,n,f,c,b,u,t,b,s,s,w
e,x,f,n,t,n,f,c,b,n,t,b,s,s,p
e,x,f,g,f,n,f,w,b,p,t,e,f,s,w
e,x,f,n,t,n,f,c,b,n,t,b,s,s,w
e,x,s,n,f,n,f,w,b,h,t,e,f,f,w
e,b,y,w,t,l,f,c,b,k,e,c,s,s,w
e,x,y,e,t,n,f,c,b,u,t,b,s,s,w
e,f,s,n,f,n,f,w,b,h,t,e,s,f,w
e,x,f,e,t,n,f,c,b,w,t,b,s,s,p
e,f,y,n,t,n,f,c,b,p,t,b,s,s,g
e,x,y,g,t,n,f,c,b,u,t,b,s,s,p
e,x,s,g,f,n,f,w,b,p,t,e,s,s,w
e,x,s,n,f,n,f,w,b,k,t,e,f,s,w
e,x,f,g,f,n,f,w,b,p,t,e,f,f,w
e,x,s,g,f,n,f,w,b,n,t,e,s,s,w
e,x,y,e,t,n,f,c,b,w,t,b,s,s,w
e,f,f,g,t,n,f,c,b,w,t,b,s,s,p
e,f,f,n,t,n,f,c,b,n,t,b,s,s,p
e,x,f,n,f,n,f,w,b,k,t,e,f,f,w
e,f,s,n,f,n,f,w,b,n,t,e,s,f,w
e,x,f,w,f,n,f,w,b,n,t,e,s,s,w
e,x,y,y,t,a,f,c,b,p,e,r,s,y,w
e,x,f,e,t,n,f,c,b,u,t,b,s,s,w
e,x,f,n,f,n,f,w,b,h,t,e,f,s,w
e,x,y,n,t,n,f,c,b,p,t,b,s,s,w
e,f,f,g,t,n,f,c,b,n,t,b,s,s,w
e,x,f,w,f,n,f,w,b,k,t,e,f,s,w
e,x,y,w,t,a,f,c,b,k,e,c,s,s,w
e,x,s,n,f,n,f,w,b,p,t,e,s,s,w
e,f,s,w,f,n,f,w,b,p,t,e,s,s,w
e,f,f,n,t,n,f,c,b,u,t,b,s,s,g
e,f,f,w,f,n,f,w,b,k,t,e,f,f,w
e,x,f,g,t,n,f,c,b,u,t,b,s,s,g
e,x,f,n,t,n,f,c,b,p,t,b,s,s,w
e,x,f,w,f,n,f,w,b,p,t,e,s,f,w
e,x,s,w,t,a,f,c,b,n,e,c,s,s,w
e,f,s,g,f,n,f,w,b,n,t,e,f,s,w
p,f,y,n,t,p,f,c,n,n,e,e,s,s,w
e,f,f,g,f,n,f,w,b,p,t,e,f,s,w
e,x,f,n,t,n,f,c,b,n,t,b,s,s,p
e,x,f,w,f,n,f,w,b,n,t,e,s,f,w
e,x,y,n,t,n,f,c,b,u,t,b,s,s,p
e,x,y,e,t,n,f,c,b,p,t,b,s,s,p
p,f,s,n,t,p,f,c,n,n,e,e,s,s,w
e,f,s,g,f,n,f,w,b,p,t,e,s,s,w
e,x,f,g,t,n,f,c,b,n,t,b,s,s,w
e,f,f,g,t,n,f,c,b,n,t,b,s,s,g
e,x,f,g,t,n,f,c,b,n,t,b,s,s,w
e,x,f,g,t,n,f,c,b,w,t,b,s,s,p
e,x,f,n,t,n,f,c,b,u,t,b,s,s,p
p,x,s,w,t,p,f,c,n,p,e,e,s,s,w
e,x,s,y,t,l,f,c,b,k,e,c,s,s,w
e,x,f,n,t,n,f,c,b,n,t,b,s,s,p
e,f,y,n,t,n,f,c,b,w,t,b,s,s,w
e,x,s,g,f,n,f,w,b,n,t,e,f,f,w
e,x,y,e,t,n,f,c,b,u,t,b,s,s,w
e,x,f,g,f,n,f,w,b,k,t,e,f,s,w
e,f,s,w,f,n,f,w,b,p,t,e,f,s,w
e,x,f,n,t,n,f,c,b,n,t,b,s,s,g
e,f,f,n,t,n,f,c,b,u,t,b,s,s,w
e,f,f,g,f,n,f,w,b,n,t,e,s,f,w
e,f,f,g,f,n,f,w,b,n,t,e,s,s,w
e,f,f,n,f,n,f,w,b,h,t,e,f,f,w
e,x,f,g,t,n,f,c,b,p,t,b,s,s,g
e,x,f,e,t,n,f,c,b,n,t,b,s,s,p
p,f,y,n,t,p,f,c,n,p,e,e,s,s,w
e,x,y,g,t,n,f,c,b,p,t,b,s,s,g
e,x,s,w,f,n,f,w,b,k,t,e,s,f,w
e,b,s,w,t,a,f,c,b,g,e,c,s,s,w
e,x,s,w,f,n,f,w,b,h,t,e,f,f,w
e,f,f,n,f,n,f,w,b,k,t,e,f,f,w
e,x,y,g,t,n,f,c,b,p,t,b,s,s,g
e,f,f,g,t,n,f,c,b,n,t,b,s,s,w
e,x,f,g,f,n,f,w,b,p,t,e,f,s,w
p,x,s,w,t,p,f,c,n,n,e,e,s,s,w
e,x,s,n,f,n,f,w,b,k,t,e,s,s,w
e,x,y,g,t,n,f,c,b,p,t,b,s,s,w
e,f,f,g,t,n,f,c,b,p,t,b,s,s,w
e,x,y,n,t,n,f,c,b,w,t,b,s,s,p
e,x,f,e,t,n,f,c,b,p,t,b,s,s,p
e,f,f,n,t,n,f,c,b,w,t,b,s,s,g
e,x,f,e,t,n,f,c,b,u,t,b,s,s,g
e,f,f,n,t,n,f,c,b,p,t,b,s,s,w
e,x,y,e,t,n,f,c,b,u,t,b,s,s,p
e,x,f,g,t,n,f,c,b,w,t,b,s,s,p
e,f,f,g,t,n,f,c,b,p,t,b,s,s,w
e,x,f,e,t,n,f,c,b,w,t,b,s,s,g
e,x,y,e,t,n,f,c,b,u,t,b,s,s,g
p,x,s,w,t,p,f,c,n,w,e,e,s,s,w
e,x,f,e,t,n,f,c,b,n,t,b,s,s,p
e,x,y,g,t,n,f,c,b,p,t,b,s,s,w
e,x,f,n,t,n,f,c,b,p,t,b,s,s,g
e,x,y,e,t,n,f,c,b,w,t,b,s,s,w
e,x,y,g,t,n,f,c,b,n,t,b,s,s,g
e,x,f,g,t,n,f,c,b,n,t,b,s,s,p
e,x,y,g,t,n,f,c,b,u,t,b,s,s,g
e,x,f,e,t,n,f,c,b,p,t,b,s,s,w
e,f,y,e,t,n,f,c,b,n,t,b,s,s,w
e,f,f,n,t,n,f,c,b,p,t,b,s,s,g
e,x,f,n,t,n,f,c,b,u,t,b,s,s,w
e,f,y,g,t,n,f,c,b,w,t,b,s,s,p
e,x,y,e,t,n,f,c,b,u,t,b,s,s,p
e,x,f,g,t,n,f,c,b,p,t,b,s,s,g
e,x,y,g,t,n,f,c,b,n,t,b,s,s,w
p,x,f,g,f,f,f,c,b,p,e,b,k,k,b
p,f,s,w,t,p,f,c,n,p,e,e,s,s,w
e,x,f,e,t,n,f,c,b,n,t,b,s,s,p
e,x,f,w,f,n,f,w,b,h,t,e,s,s,w
e,x,y,n,t,n,f,c,b,u,t,b,s,s,g
e,f,f,n,t,n,f,c,b,n,t,b,s,s,g
e,x,f,n,t,n,f,c,b,w,t,b,s,s,p
e,x,y,g,t,n,f,c,b,u,t,b,s,s,p
e,x,y,g,t,n,f,c,b,w,t,b,s,s,g
e,x,f,e,t,n,f,c,b,u,t,b,s,s,w
e,x,y,n,t,n,f,c,b,n,t,b,s,s,w
e,x,f,g,t,n,f,c,b,w,t,b,s,s,p
e,x,f,e,t,n,f,c,b,w,t,b,s,s,p
e,x,y,e,t,n,f,c,b,u,t,b,s,s,w
e,x,y,n,t,n,f,c,b,p,t,b,s,s,p
e,x,y,e,t,n,f,c,b,n,t,b,s,s,w
e,f,y,n,t,n,f,c,b,p,t,b,s,s,w
e,f,y,n,t,n,f,c,b,n,t,b,s,s,p
e,x,y,n,t,n,f,c,b,n,t,b,s,s,g
p,f,s,n,t,p,f,c,n,n,e,e,s,s,w
e,f,f,e,t,n,f,c,b,u,t,b,s,s,w
p,x,s,w,t,p,f,c,n,w,e,e,s,s,w
e,x,f,e,t,n,f,c,b,u,t,b,s,s,g
e,f,f,n,t,n,f,c,b,p,t,b,s,s,g
e,x,y,n,t,n,f,c,b,u,t,b,s,s,p
e,f,f,e,t,n,f,c,b,p,t,b,s,s,w
e,x,f,e,t,n,f,c,b,n,t,b,s,s,w
e,x,f,g,t,n,f,c,b,p,t,b,s,s,g
e,x,y,n,t,n,f,c,b,n,t,b,s,s,p
e,f,f,n,t,n,f,c,b,u,t,b,s,s,w
e,f,f,n,t,n,f,c,b,w,t,b,s,s,p
e,x,f,e,t,n,f,c,b,u,t,b,s,s,w
e,x,f,n,t,n,f,c,b,u,t,b,s,s,w
e,x,f,e,t,n,f,c,b,p,t,b,s,s,g
e,f,f,g,t,n,f,c,b,p,t,b,s,s,g
e,x,y,n,t,n,f,c,b,u,t,b,s,s,w
e,f,f,n,t,n,f,c,b,u,t,b,s,s,w
e,x,f,e,t,n,f,c,b,n,t,b,s,s,w
e,x,y,e,t,n,f,c,b,w,t,b,s,s,p
e,x,f,g,t,n,f,c,b,p,t,b,s,s,p
e,x,y,g,t,n,f,c,b,n,t,b,s,s,g
e,x,y,e,t,n,f,c,b,p,t,b,s,s,p
e,x,y,g,t,n,f,c,b,p,t,b,s,s,g
e,x,f,g,t,n,f,c,b,n,t,b,s,s,g
e,f,f,g,t,n,f,c,b,n,t,b,s,s,g
e,x,y,g,t,n,f,c,b,n,t,b,s,s,g
e,x,y,e,t,n,f,c,b,n,t,b,s,s,w
e,f,f,n,t,n,f,c,b,p,t,b,s,s,w
e,f,f,n,t,n,f,c,b,w,t,b,s,s,g
e,x,y,e,t,n,f,c,b,p,t,b,s,s,w
p,x,f,g,f,f,f,c,b,p,e,b,k,k,n
e,x,y,g,t,n,f,c,b,u,t,b,s,s,p
e,x,f,e,t,n,f,c,b,w,t,b,s,s,p
e,x,y,n,t,n,f,c,b,u,t,b,s,s,g
e,f,f,n,t,n,f,c,b,p,t,b,s,s,g
e,x,y,e,t,n,f,c,b,w,t,b,s,s,g
e,f,f,n,t,n,f,c,b,p,t,b,s,s,g
e,f,y,n,t,n,f,c,b,p,t,b,s,s,w
e,f,f,g,t,n,f,c,b,p,t,b,s,s,w
e,x,f,e,t,n,f,c,b,n,t,b,s,s,p
e,x,f,g,t,n,f,c,b,w,t,b,s,s,g
e,x,f,g,t,n,f,c,b,u,t,b,s,s,g
e,x,f,n,t,n,f,c,b,u,t,b,s,s,p
e,x,f,g,t,n,f,c,b,w,t,b,s,s,w
e,x,s,g,f,n,f,w,b,k,t,e,s,s,w
e,x,y,e,t,n,f,c,b,u,t,b,s,s,p
e,f,f,g,t,n,f,c,b,p,t,b,s,s,p
e,x,y,e,t,n,f,c,b,n,t,b,s,s,g
e,f,f,g,t,n,f,c,b,n,t,b,s,s,g
e,x,f,g,t,n,f,c,b,u,t,b,s,s,w
e,x,f,g,t,n,f,c,b,n,t,b,s,s,p
e,f,f,g,t,n,f,c,b,p,t,b,s,s,w
e,x,s,w,f,n,f,w,b,p,t,e,s,f,w
e,x,f,n,t,n,f,c,b,w,t,b,s,s,g
e,f,f,n,t,n,f,c,b,w,t,b,s,s,p
e,f,f,g,t,n,f,c,b,p,t,b,s,s,g
e,x,y,g,t,n,f,c,b,w,t,b,s,s,w
e,x,f,e,t,n,f,c,b,u,t,b,s,s,w
e,x,y,e,t,n,f,c,b,u,t,b,s,s,g
e,x,f,n,t,n,f,c,b,w,t,b,s,s,g
e,f,y,g,t,n,f,c,b,w,t,b,s,s,w
e,x,y,g,t,n,f,c,b,w,t,b,s,s,p
p,x,s,p,f,c,f,w,n,g,e,b,s,s,w
e,x,y,n,t,n,f,c,b,p,t,b,s,s,g
e,f,f,g,t,n,f,c,b,n,t,b,s,s,p
e,x,y,e,t,n,f,c,b,p,t,b,s,s,w
e,f,f,n,t,n,f,c,b,p,t,b,s,s,p
e,x,y,n,t,n,f,c,b,w,t,b,s,s,w
e,x,f,g,t,n,f,c,b,w,t,b,s,s,g
e,f,f,n,t,n,f,c,b,p,t,b,s,s,g
e,x,y,n,t,n,f,c,b,n,t,b,s,s,p
e,x,y,n,t,n,f,c,b,w,t,b,s,s,p
e,x,f,e,t,n,f,c,b,w,t,b,s,s,p
e,f,f,g,t,n,f,c,b,p,t,b,s,s,w
e,x,y,e,t,n,f,c,b,n,t,b,s,s,w
e,x,y,e,t,n,f,c,b,u,t,b,s,s,g
e,f,f,n,t,n,f,c,b,w,t,b,s,s,p
e,x,f,e,t,n,f,c,b,p,t,b,s,s,w
e,x,f,e,t,n,f,c,b,n,t,b,s,s,p
e,x,f,w,f,n,f,w,b,k,t,e,f,f,w
e,x,y,g,t,n,f,c,b,p,t,b,s,s,g
